pi,piName,iec_range,cohort_id,companyId,companyName,avg_monthly_impressions,p99,p100,total_companies_in_cohort
131,Pharma,201-500,201-500_131,241625,Zee Laboratories,1697.0,8128.5,8128.5,86
159,Auto Components,201-500,201-500_159,241646,Simpson,128.5,8236.5,8236.5,74
155,IT Services & Consulting,51-200,51-200_155,241695,Tectura Infotech,109.0,24634.5,159944.5,920
5,Architecture & Interior Design,201-500,201-500_5,241726,Farwood Industries,115.0,2132.0,2132.0,15
161,Chemicals,501-1000,501-1000_161,241743,Birla Carbon,199.5,8901.0,8901.0,50
30,Import & Export,51-200,51-200_30,241760,Fair Exports,2172.5,3176.5,3176.5,20
52,Law Enforcement & Security,10001-50000,10001-50000_52,241940,Shri Balaji Security Services,109.0,6083.0,6083.0,6
56,Fashion & Textile,501-1000,501-1000_56,241950,Premier Fine Linens,125.0,3431.0,3431.0,40
23,Food Processing,1001-5000,1001-5000_23,241958,Dwarikesh Sugar Industries,105.0,19983.5,19983.5,48
155,IT Services & Consulting,51-200,51-200_155,241993,Perpetuuiti Technosoft Services,275.0,24634.5,159944.5,920
2,Agriculture,1001-5000,1001-5000_2,242000,Maharashtra Hybrid Seed Company,1791.0,11254.5,11254.5,13
36,Industrial Machinery,501-1000,501-1000_36,242051,Texmo Industries,2304.5,14989.0,14989.0,100
179,Media & Entertainment,1001-5000,1001-5000_179,242064,PVR INOX,61772.0,61772.0,61772.0,19
36,Industrial Machinery,201-500,201-500_36,242081,Nido Machineries,134.0,8643.0,8643.0,100
21,Financial Services,51-200,51-200_21,242085,Mas Rural Housing Mortgage Finance,165.0,16444.0,31517.0,214
129,Healthcare,1001-5000,1001-5000_129,242093,Dr D Y Patil Medical College,160.5,25991.0,27169.5,106
155,IT Services & Consulting,1001-5000,1001-5000_155,242138,Bristlecone,1339.0,89243.5,176256.0,347
26,Building Material,51-200,51-200_26,242186,Commander Watertech,146.0,3712.5,3712.5,26
101,Investment Banking / Venture Capital / Private Equity,201-500,201-500_101,242197,National Commodity & Derivatives Exchange,373.0,5337.5,5337.5,13
131,Pharma,51-200,51-200_131,242240,Lake Chemicals,180.5,14664.0,20361.5,109
181,Printing & Publishing,51-200,51-200_181,242259,Eastern Book Company,184.0,3021.0,3021.0,20
36,Industrial Machinery,51-200,51-200_36,242275,Chamundi Die Cast,103.0,13473.5,16320.5,106
87,Education & Training,501-1000,501-1000_87,242308,Manav Rachna International School,163.5,22812.5,22812.5,92
129,Healthcare,501-1000,501-1000_129,242403,Safdarjung Hospital,1396.0,9328.0,9328.0,79
155,IT Services & Consulting,51-200,51-200_155,242434,Expedien eSolutions,689.0,24634.5,159944.5,920
155,IT Services & Consulting,11-50,11-50_155,242514,Datalink,961.0,17265.0,110794.5,433
31,Internet,11-50,11-50_31,242535,Cognex,216.0,14934.0,22185.0,138
85,Recruitment,51-200,51-200_85,242539,Gram Tarang Employability Training Services,118.0,32100.5,32100.5,88
155,IT Services & Consulting,51-200,51-200_155,242540,rtCamp Solutions,111.0,24634.5,159944.5,920
83,Analytics & KPO,51-200,51-200_83,242554,Shiva Analyticals,167.0,11430.5,11430.5,56
147,Semiconductors,5001-10000,5001-10000_147,242568,Advanced Micro Devices,9111.0,9111.0,9111.0,2
155,IT Services & Consulting,1001-5000,1001-5000_155,242610,Six Sigma Soft Solutions,224.0,89243.5,176256.0,347
159,Auto Components,5001-10000,5001-10000_159,242615,A.K.AUTOMATICS,120.0,66430.5,66430.5,16
31,Internet,51-200,51-200_31,242625,Anritsu,101.0,34743.0,38534.5,255
44,Power,201-500,201-500_44,242639,Gautam Solar,2208.0,8472.0,8472.0,46
155,IT Services & Consulting,201-500,201-500_155,242682,Ul Technology Solutions,163.0,28670.0,100078.0,607
56,Fashion & Textile,501-1000,501-1000_56,242704,Neva Garments,106.0,3431.0,3431.0,40
135,Logistics,1001-5000,1001-5000_135,242719,KP GROUP,1351.5,29095.5,29095.5,52
129,Healthcare,1001-5000,1001-5000_129,242763,Ami Lifesciences,342.5,25991.0,27169.5,106
133,Aviation,201-500,201-500_133,242781,Millennium Aero Dynamics,168.5,10147.0,10147.0,12
26,Building Material,1001-5000,1001-5000_26,242783,The Indian Hume Pipe Co.,261.5,37560.5,37560.5,69
129,Healthcare,11-50,11-50_129,242790,Maxivision Eye Hospital,394.0,3401.0,3401.0,39
193,Management Consulting,51-200,51-200_193,242795,Omam Consultants,123.0,8781.0,8781.0,55
52,Law Enforcement & Security,201-500,201-500_52,242871,Securens System,511.0,1239.5,1239.5,9
123,Biotechnology,501-1000,501-1000_123,242891,dsm-firmenich,6466.0,12819.0,12819.0,13
29,Furniture & Furnishing,501-1000,501-1000_29,242910,Ebco,118.0,4327.0,4327.0,12
30,Import & Export,51-200,51-200_30,242951,Vinod Medical Systems,150.0,3176.5,3176.5,20
189,Accounting & Auditing,51-200,51-200_189,242953,G. M. Kapadia & Co.,108.0,8463.5,8463.5,38
87,Education & Training,51-200,51-200_87,242962,INDO AMERICAN CANCER INSTITUTE AND RESEARCH CENTRE,138.0,21660.5,28802.5,244
32,Iron & Steel,51-200,51-200_32,242968,Shilpa Steel and Power,318.5,2213.5,2213.5,18
91,Engineering & Construction,201-500,201-500_91,243004,Hatch Associates India,178.0,17105.0,19014.0,128
56,Fashion & Textile,5001-10000,5001-10000_56,243022,Himatsingka Seide,562.0,4888.5,4888.5,7
21,Financial Services,51-200,51-200_21,243033,Discover Financial Services,243.0,16444.0,31517.0,214
115,Hospitality,1001-5000,1001-5000_115,243133,Oberoi Group of Hotels,10439.0,12052.5,12052.5,32
131,Pharma,1001-5000,1001-5000_131,243143,MEDOPHARM,401.0,54917.5,76591.5,101
115,Hospitality,10001-50000,10001-50000_115,243179,Sheraton Hotels and Resorts,496.5,61473.0,61473.0,8
127,Medical Equipment,5001-10000,5001-10000_127,243214,Romsons Group Of Industries,3502.5,3502.5,3502.5,1
17,Defence & Aerospace,1001-5000,1001-5000_17,243243,Smiths Detection,772.0,10281.0,10281.0,16
87,Education & Training,201-500,201-500_87,243286,Institute of Liver & Biliary Sciences,270.0,21511.5,22335.0,141
189,Accounting & Auditing,51-200,51-200_189,243310,G K Winding Wires,327.0,8463.5,8463.5,38
31,Internet,51-200,51-200_31,243317,VICTORINOX,252.0,34743.0,38534.5,255
49,Retail,201-500,201-500_49,243333,Saravana Stores,141.0,21240.0,21240.0,51
36,Industrial Machinery,501-1000,501-1000_36,243341,Nash Industries,1625.0,14989.0,14989.0,100
131,Pharma,10001-50000,10001-50000_131,243380,Sun Pharmaceutical Industries,120510.5,120510.5,120510.5,19
55,Telecom,501-1000,501-1000_55,243389,Spectranet,322.5,3764.5,3764.5,28
173,Pulp & Paper,1001-5000,1001-5000_173,243392,Tamilnadu Newsprint Papers,104.0,2335.0,2335.0,14
157,Software Product,51-200,51-200_157,243442,OrangeScape Technologies,119.0,19484.0,24151.0,247
111,Consumer Electronics & Appliances,1001-5000,1001-5000_111,243465,Luminous Power Technologies,1951.5,44746.5,44746.5,53
157,Software Product,51-200,51-200_157,243474,LOCUS,473.5,19484.0,24151.0,247
155,IT Services & Consulting,51-200,51-200_155,243484,Quadrasystems Net,128.0,24634.5,159944.5,920
59,Other,501-1000,501-1000_59,243485,Shakti Precision Components,132.0,1685.0,1685.0,9
161,Chemicals,1001-5000,1001-5000_161,243514,Clariant Chemicals,1639.0,70933.0,70933.0,49
131,Pharma,1001-5000,1001-5000_131,243522,Marksans Pharma,478.5,54917.5,76591.5,101
26,Building Material,51-200,51-200_26,243534,Geberit Plumbing Technology,135.5,3712.5,3712.5,26
23,Food Processing,501-1000,501-1000_23,243570,Unibic Foods,508.5,6207.5,6207.5,40
99,Insurance,201-500,201-500_99,243571,Agriculture Insurance Company of India,490.5,6180.0,6180.0,17
26,Building Material,201-500,201-500_26,243572,Colston Bath & Spa,111.0,3903.5,3903.5,29
6,Automobile,51-200,51-200_6,243583,Saboo RKS Motor,111.5,3991.0,3991.0,28
36,Industrial Machinery,1001-5000,1001-5000_36,243593,Acme Cleantech Solutions,2031.5,74019.0,108376.5,112
22,FMCG,201-500,201-500_22,243671,VLCC,10753.0,10753.0,10753.0,37
46,Real Estate,201-500,201-500_46,243675,Gina Engineering Company,235.5,12233.0,13549.5,104
31,Internet,51-200,51-200_31,243723,Lucid Medical Diagnostics,242.5,34743.0,38534.5,255
129,Healthcare,11-50,11-50_129,243756,QRG Central Hospital & Research Centre,161.0,3401.0,3401.0,39
91,Engineering & Construction,1001-5000,1001-5000_91,243802,Dineshchandra R. Agrawal Infracon,1587.0,35015.5,74535.5,129
25,Jewellery,201-500,201-500_25,243837,RBZ Jewellers Limited,117.0,2389.0,2389.0,11
91,Engineering & Construction,201-500,201-500_91,243936,Ravi Infrabuild Projects,134.5,17105.0,19014.0,128
49,Retail,10001-50000,10001-50000_49,243947,Brand Factory,248.5,56208.0,56208.0,21
21,Financial Services,201-500,201-500_21,243950,Prudential Financial,190.0,12502.0,15819.0,130
87,Education & Training,51-200,51-200_87,243980,Vishwajyot High School,201.0,21660.5,28802.5,244
131,Pharma,51-200,51-200_131,244004,XL Laboratories,160.5,14664.0,20361.5,109
127,Medical Equipment,51-200,51-200_127,244037,Mediplus,192.5,6770.0,6770.0,46
149,Electronics Manufacturing,201-500,201-500_149,244053,NMTronics India Private Limited,393.0,8932.5,8932.5,37
39,Metals & Mining,10001-50000,10001-50000_39,244098,Topworth Group of Companies,106.0,25585.5,25585.5,10
111,Consumer Electronics & Appliances,1001-5000,1001-5000_111,244110,Sony India Software Centre,476.0,44746.5,44746.5,53
131,Pharma,51-200,51-200_131,244117,Astellas Pharma,374.0,14664.0,20361.5,109
155,IT Services & Consulting,201-500,201-500_155,244118,Sumeru Software Solutions,360.0,28670.0,100078.0,607
161,Chemicals,1001-5000,1001-5000_161,244148,Jayant Agro Organics,159.0,70933.0,70933.0,49
91,Engineering & Construction,1001-5000,1001-5000_91,244172,Suroj Buildcon,872.5,35015.5,74535.5,129
147,Semiconductors,51-200,51-200_147,244190,PICL,744.5,2622.0,2622.0,34
119,Travel & Tourism,51-200,51-200_119,244192,Cholan Tours,150.0,4518.5,4518.5,32
135,Logistics,1001-5000,1001-5000_135,244232,Container Corporation of India,111.0,29095.5,29095.5,52
145,BPO,10001-50000,10001-50000_145,244262,Fusion CX,5533.5,332781.5,332781.5,14
155,IT Services & Consulting,51-200,51-200_155,244269,atQor,133.5,24634.5,159944.5,920
46,Real Estate,51-200,51-200_46,244275,Ashapurna Buildcon,224.5,12326.5,16333.5,109
165,Agro Chemicals,51-200,51-200_165,244276,Shivalik Rasayan,136.0,2171.5,2171.5,3
157,Software Product,51-200,51-200_157,244309,Mobisy Technologies,305.0,19484.0,24151.0,247
91,Engineering & Construction,1001-5000,1001-5000_91,244332,Dee Piping System,277.0,35015.5,74535.5,129
21,Financial Services,201-500,201-500_21,244414,Centrum Group,114.0,12502.0,15819.0,130
91,Engineering & Construction,11-50,11-50_91,244423,Almeer Technical Services Co. W.L.L,399.0,47052.5,47052.5,42
145,BPO,201-500,201-500_145,244430,Kserve Bpo,247.5,8388.5,8388.5,45
46,Real Estate,501-1000,501-1000_46,244434,The Wadhwa Group,376.0,17139.0,17139.0,59
5,Architecture & Interior Design,51-200,51-200_5,244462,Morphogenesis,171.0,6580.5,6580.5,43
97,FinTech,10001-50000,10001-50000_97,244470,Kapil Chit Funds,240.0,87082.0,87082.0,6
55,Telecom,201-500,201-500_55,244490,ZTE Corporation,4354.5,24148.0,24148.0,33
141,Railways,11-50,11-50_141,244491,Unirail,407.0,407.0,407.0,2
165,Agro Chemicals,1001-5000,1001-5000_165,244494,Gujarat Narmada Valley Fertilizers & Chemicals,313.5,12279.0,12279.0,23
155,IT Services & Consulting,10001-50000,10001-50000_155,244552,EPAM Systems,34139.0,201996.5,201996.5,42
157,Software Product,201-500,201-500_157,244559,blueBriX,145.5,12910.0,27879.5,141
5,Architecture & Interior Design,501-1000,501-1000_5,244596,Biesse Manufacturing,1448.0,7586.0,7586.0,14
175,Marketing & Advertising,51-200,51-200_175,244597,Havas Media,524.0,14873.5,14873.5,73
155,IT Services & Consulting,201-500,201-500_155,244623,Mantra Technologies,1986.0,28670.0,100078.0,607
85,Recruitment,11-50,11-50_85,244625,De Corporate Consulting,191.0,16905.0,16905.0,81
41,Non-Profit,11-50,11-50_41,244629,Tech Mahindra Foundation,1685.0,4697.5,4697.5,22
135,Logistics,201-500,201-500_135,244677,Sampark Logistics,257.5,8906.5,8906.5,44
21,Financial Services,201-500,201-500_21,244732,Dolat Capital Market,427.5,12502.0,15819.0,130
56,Fashion & Textile,51-200,51-200_56,244753,Mochiko Shoes,116.0,5501.5,5501.5,42
36,Industrial Machinery,51-200,51-200_36,244762,Hydro Prokav Pumps,132.0,13473.5,16320.5,106
30,Import & Export,201-500,201-500_30,244823,Velji Dosabhai & Sons,108.0,2693.5,2693.5,7
85,Recruitment,51-200,51-200_85,244861,Wisecor Services,120.0,32100.5,32100.5,88
155,IT Services & Consulting,201-500,201-500_155,244885,Perennial Systems,1010.5,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,244911,Pragmasys Consulting LLP,950.0,24634.5,159944.5,920
101,Investment Banking / Venture Capital / Private Equity,11-50,11-50_101,244943,Money Managers,105.0,2191.5,2191.5,17
87,Education & Training,51-200,51-200_87,244951,IIMT Group of Colleges,6488.5,21660.5,28802.5,244
46,Real Estate,501-1000,501-1000_46,244966,Hanu Reddy Realty,239.0,17139.0,17139.0,59
155,IT Services & Consulting,51-200,51-200_155,245083,Transdyne IT Services,190.5,24634.5,159944.5,920
161,Chemicals,201-500,201-500_161,245126,Ultramarine & Pigments,111.0,9138.5,9138.5,42
161,Chemicals,51-200,51-200_161,245164,Gargi Huttenes Albertus,173.0,8621.5,8621.5,66
193,Management Consulting,201-500,201-500_193,245188,Inductus Consultants,111.5,4384.5,4384.5,28
159,Auto Components,1001-5000,1001-5000_159,245214,Tata Marcopolo Motors,121.5,25235.0,32599.5,115
115,Hospitality,1001-5000,1001-5000_115,245234,Apollo Sindoori Hotels,107.5,12052.5,12052.5,32
125,Clinical Research,11-50,11-50_125,245254,Microbiological Laboratory,135.0,163.5,163.5,5
39,Metals & Mining,1001-5000,1001-5000_39,245284,Ambica Steels,204.0,16107.0,16107.0,34
91,Engineering & Construction,1001-5000,1001-5000_91,245288,Monomark Engineering,189.5,35015.5,74535.5,129
36,Industrial Machinery,51-200,51-200_36,245300,Woodtech Consultants,147.0,13473.5,16320.5,106
36,Industrial Machinery,201-500,201-500_36,245371,Mindrill Systems Solutions,284.5,8643.0,8643.0,100
91,Engineering & Construction,51-200,51-200_91,245385,The Construction Group,380.0,16601.5,29117.5,147
91,Engineering & Construction,1001-5000,1001-5000_91,245391,Satyam Venture Engineering Services,1139.0,35015.5,74535.5,129
99,Insurance,1001-5000,1001-5000_99,245426,Royal Sundaram General Insurance,813.0,11554.0,11554.0,30
131,Pharma,501-1000,501-1000_131,245428,Tasmed,112.0,6329.5,6329.5,61
103,NBFC,51-200,51-200_103,245430,Indian School Finance Company,256.0,706.5,706.5,14
46,Real Estate,11-50,11-50_46,245437,Janaadhar,102.0,5546.5,5546.5,28
187,Government,10001-50000,10001-50000_187,245461,Kolkata Municipal Corporation,166.0,575.5,575.5,9
157,Software Product,201-500,201-500_157,245472,MapmyIndia,12910.0,12910.0,27879.5,141
157,Software Product,11-50,11-50_157,245512,Uffizio India Software Consultants,125.0,15598.5,16984.0,142
21,Financial Services,5001-10000,5001-10000_21,245546,Radiant Cash Management Services,195.0,62646.0,62646.0,30
36,Industrial Machinery,201-500,201-500_36,245602,Bosch Power Tools,934.5,8643.0,8643.0,100
155,IT Services & Consulting,201-500,201-500_155,245663,Nxtgen Datacenter Cloud Technologies,282.0,28670.0,100078.0,607
187,Government,1001-5000,1001-5000_187,245674,Central Board of Secondary Education,277.0,4314.5,4314.5,21
87,Education & Training,201-500,201-500_87,245757,Institute of Technology & Science,210.0,21511.5,22335.0,141
155,IT Services & Consulting,201-500,201-500_155,245767,Ceridian,141.0,28670.0,100078.0,607
157,Software Product,51-200,51-200_157,245770,Triniti Advanced Software Labs,165.5,19484.0,24151.0,247
181,Printing & Publishing,51-200,51-200_181,245783,Flint Group,149.0,3021.0,3021.0,20
129,Healthcare,201-500,201-500_129,245795,Sri Balaji Action Medical Institute,251.0,10433.0,11303.5,115
31,Internet,1001-5000,1001-5000_31,245799,Metric Stream Infotech,4962.0,318308.5,361522.5,117
131,Pharma,11-50,11-50_131,245839,Swati Spentose,155.5,8024.0,8024.0,27
121,EdTech,201-500,201-500_121,245911,Global Opportunities,794.5,50784.5,50784.5,37
91,Engineering & Construction,501-1000,501-1000_91,245924,Coastal Marine Construction & Engineering,429.0,10606.0,10606.0,64
87,Education & Training,51-200,51-200_87,245934,National College,633.5,21660.5,28802.5,244
75,Urban Transport,51-200,51-200_75,245935,Metropolitan Transport Corporation,266.5,4143.5,4143.5,13
30,Import & Export,51-200,51-200_30,245937,DESIGNCO,3176.5,3176.5,3176.5,20
21,Financial Services,51-200,51-200_21,245959,Invesco Asset Management,475.5,16444.0,31517.0,214
32,Iron & Steel,201-500,201-500_32,246012,Aeroflex Industries,170.5,7052.5,7052.5,25
74,Facility Management Services,201-500,201-500_74,246129,Safety Circle,130.0,1562.5,1562.5,14
157,Software Product,51-200,51-200_157,246154,Nichetech Computer Solutions,134.5,19484.0,24151.0,247
161,Chemicals,51-200,51-200_161,246162,Vasant Chemicals,144.0,8621.5,8621.5,66
26,Building Material,501-1000,501-1000_26,246166,Myk Laticrete,2872.5,3359.5,3359.5,28
137,Oil & Gas,1001-5000,1001-5000_137,246203,Ksk Energy Ventures,317.5,25268.5,25268.5,34
131,Pharma,1001-5000,1001-5000_131,246246,Sanofi,16343.5,54917.5,76591.5,101
91,Engineering & Construction,1-10,1-10_91,246260,Shree Balaji Construction,395.0,1204.0,1204.0,11
91,Engineering & Construction,501-1000,501-1000_91,246308,JGC Corporation,1443.5,10606.0,10606.0,64
91,Engineering & Construction,1001-5000,1001-5000_91,246310,Rithwik Projects,896.5,35015.5,74535.5,129
23,Food Processing,201-500,201-500_23,246313,Kerry Ingredients,556.0,5080.0,5080.0,43
32,Iron & Steel,1001-5000,1001-5000_32,246361,Electrotherm,7413.0,11520.5,11520.5,51
167,Industrial Automation,501-1000,501-1000_167,246400,Prasad Group,127.0,3680.0,3680.0,7
87,Education & Training,1001-5000,1001-5000_87,246432,ITM Group of Institutions,916.0,47351.5,47351.5,79
137,Oil & Gas,501-1000,501-1000_137,246466,Greatship (India),344.0,4128.0,4128.0,31
36,Industrial Machinery,501-1000,501-1000_36,246479,Puzzolana Machinery Fabricators,103.0,14989.0,14989.0,100
25,Jewellery,1001-5000,1001-5000_25,246481,Reliance Jewels,2327.5,19381.0,19381.0,24
173,Pulp & Paper,1001-5000,1001-5000_173,246525,Kuantum Papers,438.0,2335.0,2335.0,14
31,Internet,501-1000,501-1000_31,246555,Paragon Footwear,1922.0,17865.5,17865.5,97
34,Legal,51-200,51-200_34,246601,Axiom,151.0,3942.5,3942.5,40
29,Furniture & Furnishing,501-1000,501-1000_29,246611,Duroflex,1043.0,4327.0,4327.0,12
31,Internet,51-200,51-200_31,246622,Ampere Vehicles,187.0,34743.0,38534.5,255
155,IT Services & Consulting,51-200,51-200_155,246705,Tenth Planet Technologies,102.0,24634.5,159944.5,920
135,Logistics,51-200,51-200_135,246802,Express Roadways,239.5,5849.0,5849.0,42
95,Banking,1001-5000,1001-5000_95,246808,ABN AMRO BANK N.V.,250.5,5231.5,5231.5,15
161,Chemicals,51-200,51-200_161,246810,Hempel Paints,176.0,8621.5,8621.5,66
111,Consumer Electronics & Appliances,11-50,11-50_111,246820,Rico Appliances,170.0,2521.0,2521.0,9
149,Electronics Manufacturing,51-200,51-200_149,246825,Scientific Mes-Technik,103.0,7127.5,7127.5,53
87,Education & Training,201-500,201-500_87,246843,Noida Institute of Engineering and Technology,108.5,21511.5,22335.0,141
18,Design,51-200,51-200_18,246902,Sienna ECAD Technologies,702.0,1552.0,1552.0,24
129,Healthcare,10001-50000,10001-50000_129,246914,"Ministry Of Health, New Delhi",3102.5,77703.0,77703.0,17
159,Auto Components,501-1000,501-1000_159,246984,MARK EXHAUST SYSTEMS,152.5,10196.0,10196.0,53
155,IT Services & Consulting,51-200,51-200_155,246990,DCKAP Technologies,383.0,24634.5,159944.5,920
26,Building Material,201-500,201-500_26,247039,Euronics Industries,185.0,3903.5,3903.5,29
6,Automobile,501-1000,501-1000_6,247048,Sai Service,381.5,10425.5,10425.5,31
129,Healthcare,1001-5000,1001-5000_129,247057,Wockhardt Hospital,2658.0,25991.0,27169.5,106
187,Government,1001-5000,1001-5000_187,247058,THDC,179.0,4314.5,4314.5,21
155,IT Services & Consulting,501-1000,501-1000_155,247064,IonIdea,234.5,20824.0,40421.0,304
39,Metals & Mining,1001-5000,1001-5000_39,247076,Srikalahasthi Pipes,133.5,16107.0,16107.0,34
36,Industrial Machinery,51-200,51-200_36,247122,Wittur Elevator Components,350.0,13473.5,16320.5,106
127,Medical Equipment,11-50,11-50_127,247130,Akas Medical Equipment,161.5,1727.0,1727.0,6
179,Media & Entertainment,1001-5000,1001-5000_179,247133,Tv18 Broadcast,170.5,61772.0,61772.0,19
129,Healthcare,5001-10000,5001-10000_129,247146,Kailash Hospital,3067.5,42331.5,42331.5,25
155,IT Services & Consulting,1001-5000,1001-5000_155,247159,Eurofins It Solutions,856.0,89243.5,176256.0,347
115,Hospitality,201-500,201-500_115,247166,Chokhi Dhani Group,120.0,1495.5,1495.5,22
55,Telecom,1001-5000,1001-5000_55,247170,Tata Communications Transformation Services,5648.5,35822.5,35822.5,34
139,Ports & Shipping,501-1000,501-1000_139,247179,Interocean Group,580.5,15802.5,15802.5,13
32,Iron & Steel,1001-5000,1001-5000_32,247245,MSP Steel & Power,1072.0,11520.5,11520.5,51
131,Pharma,1001-5000,1001-5000_131,247246,Apotex Research,8368.0,54917.5,76591.5,101
171,Petrochemicals,501-1000,501-1000_171,247275,United Rubber Industries,123.0,3189.5,3189.5,10
133,Aviation,51-200,51-200_133,247282,Interglobe Air Transport,1233.0,2287.0,2287.0,13
155,IT Services & Consulting,11-50,11-50_155,247292,Sapphire Infocom,359.0,17265.0,110794.5,433
23,Food Processing,11-50,11-50_23,247389,Smc Foods,131.0,183.5,183.5,6
125,Clinical Research,51-200,51-200_125,247437,FICCI Research & Analysis Centre,112.5,1535.5,1535.5,24
46,Real Estate,201-500,201-500_46,247455,Century Real Estate,276.0,12233.0,13549.5,104
111,Consumer Electronics & Appliances,51-200,51-200_111,247467,Nyasa Enterprise,102.0,1859.5,1859.5,16
44,Power,1001-5000,1001-5000_44,247490,Jakson Group,11286.5,42208.5,42208.5,49
74,Facility Management Services,10001-50000,10001-50000_74,247603,Kapston Services,221.0,12483.5,12483.5,10
25,Jewellery,1001-5000,1001-5000_25,247622,Orra Fine Jewellery,2540.5,19381.0,19381.0,24
46,Real Estate,501-1000,501-1000_46,247645,VTP GROUP,157.0,17139.0,17139.0,59
21,Financial Services,11-50,11-50_21,247646,Axis Sales,9092.5,13565.0,13565.0,98
161,Chemicals,51-200,51-200_161,247711,Ganesh Benzoplast,114.0,8621.5,8621.5,66
74,Facility Management Services,10001-50000,10001-50000_74,247736,APS Group,172.5,12483.5,12483.5,10
129,Healthcare,51-200,51-200_129,247747,The Mission Hospital,712.5,8987.5,8987.5,97
133,Aviation,501-1000,501-1000_133,247757,Menzies Aviation Bobba,187.5,2733.0,2733.0,6
157,Software Product,51-200,51-200_157,247830,Wings Infonet,143.5,19484.0,24151.0,247
87,Education & Training,51-200,51-200_87,247849,Gitarattan International Business School,209.5,21660.5,28802.5,244
155,IT Services & Consulting,51-200,51-200_155,247872,Iprogrammer Solutions,111.0,24634.5,159944.5,920
36,Industrial Machinery,201-500,201-500_36,247877,Maschio Gaspardo,413.0,8643.0,8643.0,100
161,Chemicals,51-200,51-200_161,247902,Melzer Chemicals,164.0,8621.5,8621.5,66
183,Sports & Recreation,11-50,11-50_183,247904,Carnival UK,194.0,205.5,205.5,3
161,Chemicals,1001-5000,1001-5000_161,247936,Ineos Styrolution,150.0,70933.0,70933.0,49
129,Healthcare,201-500,201-500_129,248029,Bhatia Hospital,261.5,10433.0,11303.5,115
85,Recruitment,201-500,201-500_85,248084,Savvysoft Technologies,208.0,25156.0,25156.0,50
159,Auto Components,501-1000,501-1000_159,248128,Behr Hella Thermocontrol,143.0,10196.0,10196.0,53
169,Packaging,1001-5000,1001-5000_169,248138,Mold Tek Packaging,219.0,8049.0,8049.0,18
44,Power,51-200,51-200_44,248189,Insolare Energy,158.0,9772.5,9772.5,54
26,Building Material,1001-5000,1001-5000_26,248200,Jaypee Cement,113.5,37560.5,37560.5,69
39,Metals & Mining,1001-5000,1001-5000_39,248209,Sandur Manganese & Iron Ores,146.5,16107.0,16107.0,34
91,Engineering & Construction,201-500,201-500_91,248246,Azad Engineering,543.0,17105.0,19014.0,128
23,Food Processing,501-1000,501-1000_23,248255,Hemraj Industries,144.0,6207.5,6207.5,40
143,Waste Management,51-200,51-200_143,248275,Remondis Aqua,136.0,7175.5,7175.5,19
49,Retail,51-200,51-200_49,248299,Jd Sports Fashion Plc,201.0,4155.5,4155.5,36
99,Insurance,201-500,201-500_99,248343,Salasar Services Insurance Brokers,422.0,6180.0,6180.0,17
163,Electrical Equipment,51-200,51-200_163,248358,Hicool Electronic Industries,187.0,6471.5,6471.5,35
137,Oil & Gas,51-200,51-200_137,248399,CRA,242.0,5406.5,5406.5,33
131,Pharma,51-200,51-200_131,248416,Shree Dhootapapeshwar,134.0,14664.0,20361.5,109
127,Medical Equipment,501-1000,501-1000_127,248430,BCT Consulting Private Limited,559.5,20994.5,20994.5,26
22,FMCG,51-200,51-200_22,248431,East West Seeds,294.5,3406.0,3406.0,29
31,Internet,51-200,51-200_31,248500,Career Mantra,119.0,34743.0,38534.5,255
181,Printing & Publishing,1001-5000,1001-5000_181,248502,ABP Group,627.0,10242.5,10242.5,24
21,Financial Services,51-200,51-200_21,248511,Principal PNB Asset Management Company,199.0,16444.0,31517.0,214
129,Healthcare,1001-5000,1001-5000_129,248554,Sagar Hospital,187.0,25991.0,27169.5,106
21,Financial Services,10001-50000,10001-50000_21,248601,Bnp Paribas Securities,1696.0,174131.5,174131.5,42
115,Hospitality,1001-5000,1001-5000_115,248633,The Lalit,881.5,12052.5,12052.5,32
131,Pharma,51-200,51-200_131,248641,BEC Chemicals,115.5,14664.0,20361.5,109
17,Defence & Aerospace,51-200,51-200_17,248695,Electro Circuit Systems Pvt Ltd,126.5,889.0,889.0,22
32,Iron & Steel,501-1000,501-1000_32,248773,Ms Agarwal Foundries,955.5,1539.5,1539.5,18
32,Iron & Steel,501-1000,501-1000_32,248833,NELCAST,219.0,1539.5,1539.5,18
187,Government,5001-10000,5001-10000_187,248883,Council of Scientific and Industrial Research,1658.5,1788.5,1788.5,4
5,Architecture & Interior Design,11-50,11-50_5,248891,Fab Interiors,162.5,1508.5,1508.5,16
137,Oil & Gas,5001-10000,5001-10000_137,248908,Qatargas,298.0,22727.0,22727.0,8
21,Financial Services,10001-50000,10001-50000_21,248922,Motilal Oswal Financial Services,30725.0,174131.5,174131.5,42
131,Pharma,51-200,51-200_131,248935,Artsana India,133.0,14664.0,20361.5,109
87,Education & Training,11-50,11-50_87,248954,NIFA Infocomp Services,115.0,36810.0,36810.0,96
46,Real Estate,501-1000,501-1000_46,249020,Paranjape Schemes (Construction) Limited,140.5,17139.0,17139.0,59
6,Automobile,1001-5000,1001-5000_6,249069,Borgwarner Emission System,426.5,36657.0,36657.0,63
185,Broadcasting,201-500,201-500_185,249089,94.3 MY FM,218.5,536.0,536.0,6
