pi,piName,iec_range,cohort_id,companyId,companyName,avg_monthly_impressions,p99,p100,total_companies_in_cohort
155,IT Services & Consulting,51-200,51-200_155,162769,Renovite Technologies.,119.0,24634.5,159944.5,920
85,Recruitment,11-50,11-50_85,162794,Orange Tech Solutions,253.0,16905.0,16905.0,81
87,Education & Training,1001-5000,1001-5000_87,162805,uFaber,7473.5,47351.5,47351.5,79
21,Financial Services,201-500,201-500_21,162809,Snycon Software Solutions,146.5,12502.0,15819.0,130
31,Internet,1001-5000,1001-5000_31,162817,Turtlemint,1247.5,318308.5,361522.5,117
137,Oil & Gas,201-500,201-500_137,162835,Technofab Engineering,199.5,6158.0,6158.0,31
159,Auto Components,1001-5000,1001-5000_159,162856,Fiem Industries,898.0,25235.0,32599.5,115
91,Engineering & Construction,201-500,201-500_91,162902,Zamil Steel Buildings India,799.0,17105.0,19014.0,128
155,IT Services & Consulting,11-50,11-50_155,162919,Zealous System,116.0,17265.0,110794.5,433
36,Industrial Machinery,501-1000,501-1000_36,162934,Sahajanand Laser Technology,192.0,14989.0,14989.0,100
155,IT Services & Consulting,51-200,51-200_155,162998,Netquall,272.0,24634.5,159944.5,920
121,EdTech,51-200,51-200_121,163001,Urbanpro,274.0,25983.0,25983.0,57
127,Medical Equipment,1001-5000,1001-5000_127,163010,Meril,10999.5,19554.0,19554.0,14
31,Internet,1001-5000,1001-5000_31,163017,Healthians,2813.5,318308.5,361522.5,117
21,Financial Services,51-200,51-200_21,163023,SEO Discovery,1523.5,16444.0,31517.0,214
155,IT Services & Consulting,11-50,11-50_155,163024,vTEST,179.5,17265.0,110794.5,433
21,Financial Services,51-200,51-200_21,163028,Smartron India,138.0,16444.0,31517.0,214
6,Automobile,1001-5000,1001-5000_6,163032,Raam Group,337.0,36657.0,36657.0,63
155,IT Services & Consulting,501-1000,501-1000_155,163036,Girmiti Software,107.0,20824.0,40421.0,304
49,Retail,1001-5000,1001-5000_49,163037,Arvind Lifestyle Brands,968.5,14778.0,14778.0,50
155,IT Services & Consulting,51-200,51-200_155,163040,BaffleSol Technologies,391.0,24634.5,159944.5,920
36,Industrial Machinery,501-1000,501-1000_36,163046,Konica Minolta Business Solutions India Pvt. Ltd.,1231.5,14989.0,14989.0,100
155,IT Services & Consulting,11-50,11-50_155,163048,Q M CompuTech,112.0,17265.0,110794.5,433
21,Financial Services,1001-5000,1001-5000_21,163058,TIAA Global Business Services,4797.5,35134.5,50693.0,150
55,Telecom,10001-50000,10001-50000_55,163062,Pratap Technocrats,1011.0,76534.0,76534.0,13
31,Internet,51-200,51-200_31,163090,GoDaddy,827.0,34743.0,38534.5,255
31,Internet,201-500,201-500_31,163130,BCForward,541.5,21623.5,27051.5,138
83,Analytics & KPO,1001-5000,1001-5000_83,163164,Springer Nature in India,2216.0,40289.5,40289.5,37
159,Auto Components,201-500,201-500_159,163180,Scania,476.0,8236.5,8236.5,74
181,Printing & Publishing,1001-5000,1001-5000_181,163198,Cimpress,3449.0,10242.5,10242.5,24
39,Metals & Mining,51-200,51-200_39,163205,POSCO,571.5,2044.5,2044.5,23
36,Industrial Machinery,501-1000,501-1000_36,163211,FANUC,900.0,14989.0,14989.0,100
6,Automobile,501-1000,501-1000_6,163213,AVL,1330.0,10425.5,10425.5,31
133,Aviation,501-1000,501-1000_133,163222,Dnata,2733.0,2733.0,2733.0,6
135,Logistics,501-1000,501-1000_135,163281,Shipco Transport,391.0,6487.5,6487.5,27
157,Software Product,51-200,51-200_157,163365,iManage (NetRights Technologies Private Limited),102.0,19484.0,24151.0,247
131,Pharma,201-500,201-500_131,163374,Adcock Ingram,306.0,8128.5,8128.5,86
175,Marketing & Advertising,1001-5000,1001-5000_175,163391,Verticurl,282.5,24977.5,24977.5,21
161,Chemicals,501-1000,501-1000_161,163411,Siegwerk,1022.0,8901.0,8901.0,50
155,IT Services & Consulting,201-500,201-500_155,163418,CoreCompete,201.0,28670.0,100078.0,607
155,IT Services & Consulting,51-200,51-200_155,163420,Codal,105.0,24634.5,159944.5,920
26,Building Material,1001-5000,1001-5000_26,163461,Star Cement,2671.0,37560.5,37560.5,69
52,Law Enforcement & Security,11-50,11-50_52,163467,IntiGrow,197.0,210.0,210.0,4
85,Recruitment,501-1000,501-1000_85,163477,CBSI,136.0,9783.0,9783.0,38
155,IT Services & Consulting,501-1000,501-1000_155,163498,TRINAMIX,5420.0,20824.0,40421.0,304
121,EdTech,201-500,201-500_121,163620,KaaShiv InfoTech Company,560.0,50784.5,50784.5,37
157,Software Product,201-500,201-500_157,163640,Bizmatics India,199.0,12910.0,27879.5,141
87,Education & Training,10001-50000,10001-50000_87,163649,Touchstone Educationals,180.5,55614.5,55614.5,22
31,Internet,51-200,51-200_31,163684,Ace Turtle Services,393.5,34743.0,38534.5,255
31,Internet,1001-5000,1001-5000_31,163704,Meesho,53210.0,318308.5,361522.5,117
75,Urban Transport,501-1000,501-1000_75,163706,Hyva,1734.0,1734.0,1734.0,6
21,Financial Services,51-200,51-200_21,163781,Feuji,468.0,16444.0,31517.0,214
32,Iron & Steel,1001-5000,1001-5000_32,163792,Jayaswal Neco Industries,3399.0,11520.5,11520.5,51
155,IT Services & Consulting,51-200,51-200_155,163853,Fermion Infotech,156.0,24634.5,159944.5,920
145,BPO,201-500,201-500_145,163906,Vcare Call Center,233.0,8388.5,8388.5,45
129,Healthcare,51-200,51-200_129,164016,Teleradiology Solutions,104.0,8987.5,8987.5,97
155,IT Services & Consulting,51-200,51-200_155,164125,S4S Technocrats,294.0,24634.5,159944.5,920
155,IT Services & Consulting,501-1000,501-1000_155,164138,Chargebee,452.5,20824.0,40421.0,304
87,Education & Training,201-500,201-500_87,164139,The Heritage School,296.0,21511.5,22335.0,141
23,Food Processing,1001-5000,1001-5000_23,164181,Roquette Riddhi Siddhi,210.5,19983.5,19983.5,48
29,Furniture & Furnishing,1001-5000,1001-5000_29,164188,Woodenstreet.com,598.5,13363.5,13363.5,16
21,Financial Services,1001-5000,1001-5000_21,164196,Aditya Birla Housing Finance,526.5,35134.5,50693.0,150
155,IT Services & Consulting,11-50,11-50_155,164197,Xperteez Technology,671.0,17265.0,110794.5,433
44,Power,51-200,51-200_44,164203,Simpa Energy,689.5,9772.5,9772.5,54
147,Semiconductors,51-200,51-200_147,164210,Maven Silicon,1457.0,2622.0,2622.0,34
97,FinTech,201-500,201-500_97,164218,Enterslice,314.5,9489.0,9489.0,48
157,Software Product,11-50,11-50_157,164221,IQnext,128.0,15598.5,16984.0,142
155,IT Services & Consulting,201-500,201-500_155,164234,Atidiv,3055.0,28670.0,100078.0,607
157,Software Product,11-50,11-50_157,164242,LogisticsNow,220.0,15598.5,16984.0,142
31,Internet,51-200,51-200_31,164261,White Rivers Media,110.0,34743.0,38534.5,255
31,Internet,1001-5000,1001-5000_31,164264,Udaan,169604.0,318308.5,361522.5,117
31,Internet,11-50,11-50_31,164266,BookEventz,152.0,14934.0,22185.0,138
155,IT Services & Consulting,51-200,51-200_155,164325,Logicsoft International,254.0,24634.5,159944.5,920
181,Printing & Publishing,1001-5000,1001-5000_181,164336,Sandesh,171.5,10242.5,10242.5,24
36,Industrial Machinery,501-1000,501-1000_36,164345,GMM Pfaudler,153.0,14989.0,14989.0,100
159,Auto Components,501-1000,501-1000_159,164398,Talbros ,480.0,10196.0,10196.0,53
183,Sports & Recreation,11-50,11-50_183,164411,Kadamba Technologies,128.5,205.5,205.5,3
159,Auto Components,501-1000,501-1000_159,164424,Pricol Precision Products,183.5,10196.0,10196.0,53
26,Building Material,5001-10000,5001-10000_26,164429,Ashirvad Pipes,1314.5,36673.0,36673.0,14
87,Education & Training,1001-5000,1001-5000_87,164437,Bannari Amman Institute of Technology,141.0,47351.5,47351.5,79
155,IT Services & Consulting,51-200,51-200_155,164462,S.N.T Infotech,177.0,24634.5,159944.5,920
34,Legal,201-500,201-500_34,164548,Abhinav Outsourcings,132.0,4558.0,4558.0,18
18,Design,51-200,51-200_18,164556,Diligent Tech,471.0,1552.0,1552.0,24
97,FinTech,1001-5000,1001-5000_97,164580,Insolutions Global,1931.5,157634.0,157634.0,23
21,Financial Services,1001-5000,1001-5000_21,164597,Matrimonialsindia,109.0,35134.5,50693.0,150
121,EdTech,11-50,11-50_121,164611,Raptor Technologies India,136.0,4639.0,4639.0,38
155,IT Services & Consulting,11-50,11-50_155,164614,Celebal,104.0,17265.0,110794.5,433
21,Financial Services,201-500,201-500_21,164638,Apptad,1055.5,12502.0,15819.0,130
155,IT Services & Consulting,51-200,51-200_155,164650,Website Developers India,119.0,24634.5,159944.5,920
85,Recruitment,51-200,51-200_85,164653,Lince Soft Solutions,2054.0,32100.5,32100.5,88
26,Building Material,5001-10000,5001-10000_26,164656,Dalmia Bharat Group,1058.5,36673.0,36673.0,14
31,Internet,11-50,11-50_31,164666,DigiCollect,149.0,14934.0,22185.0,138
22,FMCG,51-200,51-200_22,164670,Lykis,131.5,3406.0,3406.0,29
89,Hardware & Networking,51-200,51-200_89,164676,HawksCode,123.0,2925.5,2925.5,28
155,IT Services & Consulting,201-500,201-500_155,164679,Imark InfoTech,121.5,28670.0,100078.0,607
36,Industrial Machinery,501-1000,501-1000_36,164693,Escon Elevators,444.5,14989.0,14989.0,100
23,Food Processing,501-1000,501-1000_23,164702,Hexagon Nutrition,1765.5,6207.5,6207.5,40
159,Auto Components,1001-5000,1001-5000_159,164710,Jamna Auto Industries,237.0,25235.0,32599.5,115
135,Logistics,51-200,51-200_135,164723,Bhadra International,372.0,5849.0,5849.0,42
129,Healthcare,51-200,51-200_129,164768,Kerala Institute of Medical Sciences,125.0,8987.5,8987.5,97
163,Electrical Equipment,201-500,201-500_163,164770,Aptronix - Apple Premium Reseller,148.5,14012.5,14012.5,27
129,Healthcare,51-200,51-200_129,164783,Glocal Healthcare Systems,283.5,8987.5,8987.5,97
163,Electrical Equipment,501-1000,501-1000_163,164850,TD Power Systems,198.5,4096.0,4096.0,18
155,IT Services & Consulting,1001-5000,1001-5000_155,164852,Dynacons Systems & Solutions,334.0,89243.5,176256.0,347
175,Marketing & Advertising,51-200,51-200_175,164961,SoCheers Infotech,168.0,14873.5,14873.5,73
21,Financial Services,51-200,51-200_21,164972,GoDB Tech,112.0,16444.0,31517.0,214
27,Animation & VFX,501-1000,501-1000_27,164992,Anibrain Digital Technologies,149.5,1796.0,1796.0,4
145,BPO,201-500,201-500_145,164998,BPO+,1082.0,8388.5,8388.5,45
155,IT Services & Consulting,201-500,201-500_155,165005,Actualize,141.5,28670.0,100078.0,607
157,Software Product,201-500,201-500_157,165008,Novopay Solutions,272.5,12910.0,27879.5,141
17,Defence & Aerospace,201-500,201-500_17,165011,Zen Technologies,948.0,4470.5,4470.5,21
89,Hardware & Networking,51-200,51-200_89,165021,Crave InfoTech,177.5,2925.5,2925.5,28
155,IT Services & Consulting,51-200,51-200_155,165028,Solace Infotech,146.0,24634.5,159944.5,920
46,Real Estate,51-200,51-200_46,165031,Experion Developers,5060.5,12326.5,16333.5,109
155,IT Services & Consulting,51-200,51-200_155,165035,D2K Technologies India,113.0,24634.5,159944.5,920
31,Internet,51-200,51-200_31,165051,CreditMantri,198.0,34743.0,38534.5,255
31,Internet,11-50,11-50_31,165057,Inventrom,231.0,14934.0,22185.0,138
155,IT Services & Consulting,201-500,201-500_155,165060,Raja Software Labs,367.5,28670.0,100078.0,607
83,Analytics & KPO,201-500,201-500_83,165076,Unimrkt Research,425.5,9496.5,9496.5,42
21,Financial Services,11-50,11-50_21,165081,Staqu Technologies,797.5,13565.0,13565.0,98
21,Financial Services,11-50,11-50_21,165082,Vahdam Teas,128.0,13565.0,13565.0,98
155,IT Services & Consulting,201-500,201-500_155,165090,Affluent Global Services,139.5,28670.0,100078.0,607
155,IT Services & Consulting,11-50,11-50_155,165092,Zaptech Solutions,196.0,17265.0,110794.5,433
133,Aviation,1001-5000,1001-5000_133,165126,American Airlines,2111.5,23246.5,23246.5,16
89,Hardware & Networking,501-1000,501-1000_89,165132,TransPerfect,1467.5,1467.5,1467.5,11
31,Internet,11-50,11-50_31,165212,Keyence,1308.5,14934.0,22185.0,138
91,Engineering & Construction,51-200,51-200_91,165225,IBI Group,142.0,16601.5,29117.5,147
131,Pharma,5001-10000,5001-10000_131,165235,Amneal Pharmaceuticals,2717.5,51504.0,51504.0,21
85,Recruitment,11-50,11-50_85,165251,BGRS,142.0,16905.0,16905.0,81
167,Industrial Automation,201-500,201-500_167,165269,Markem Imaje,509.0,1729.0,1729.0,20
157,Software Product,201-500,201-500_157,165273,EMIS Health,428.0,12910.0,27879.5,141
179,Media & Entertainment,201-500,201-500_179,165274,Mirum,108.0,87796.5,87796.5,18
31,Internet,201-500,201-500_31,165285,Viavi Solutions,477.5,21623.5,27051.5,138
155,IT Services & Consulting,201-500,201-500_155,165290,Revature,506.0,28670.0,100078.0,607
91,Engineering & Construction,201-500,201-500_91,165309,Khatib & Alami,827.0,17105.0,19014.0,128
31,Internet,5001-10000,5001-10000_31,165323,Fiverr Inc.,260.0,74951.0,74951.0,14
155,IT Services & Consulting,51-200,51-200_155,165331,Incapsulate,231.5,24634.5,159944.5,920
131,Pharma,201-500,201-500_131,165355,Prescient Healthcare Group,162.0,8128.5,8128.5,86
155,IT Services & Consulting,51-200,51-200_155,165361,Standav,189.0,24634.5,159944.5,920
155,IT Services & Consulting,1001-5000,1001-5000_155,165372,Episource,6965.5,89243.5,176256.0,347
91,Engineering & Construction,51-200,51-200_91,165403,HOCHTIEF,118.0,16601.5,29117.5,147
155,IT Services & Consulting,201-500,201-500_155,165405,Norwin Technologies,116.0,28670.0,100078.0,607
44,Power,501-1000,501-1000_44,165414,Senvion,4528.5,7130.5,7130.5,33
131,Pharma,201-500,201-500_131,165416,Shalina Healthcare,345.5,8128.5,8128.5,86
155,IT Services & Consulting,51-200,51-200_155,165435,Danlaw Inc,162.0,24634.5,159944.5,920
175,Marketing & Advertising,201-500,201-500_175,165441,Selling Simplified,1063.0,13202.0,13202.0,47
155,IT Services & Consulting,201-500,201-500_155,165478,USEReady,254.0,28670.0,100078.0,607
165,Agro Chemicals,1001-5000,1001-5000_165,165551,Excel Industries,342.0,12279.0,12279.0,23
85,Recruitment,51-200,51-200_85,165555,Pride Technologies,1180.5,32100.5,32100.5,88
21,Financial Services,51-200,51-200_21,165603,JanBask,235.0,16444.0,31517.0,214
36,Industrial Machinery,201-500,201-500_36,165612,Claas,178.5,8643.0,8643.0,100
21,Financial Services,1-10,1-10_21,165672,EduCare India,245.0,395.5,395.5,11
139,Ports & Shipping,1001-5000,1001-5000_139,165681,Hindustan Shipyard,194.5,9741.0,9741.0,11
155,IT Services & Consulting,11-50,11-50_155,165698,D4t4 Solutions,186.0,17265.0,110794.5,433
36,Industrial Machinery,501-1000,501-1000_36,165759,Cheema Boilers,252.0,14989.0,14989.0,100
21,Financial Services,201-500,201-500_21,165772,Messer Cutting Systems,207.0,12502.0,15819.0,130
121,EdTech,501-1000,501-1000_121,165783,StudyIn,269.5,19559.5,19559.5,29
167,Industrial Automation,11-50,11-50_167,165847,Tej Control Systems,183.0,1014.0,1014.0,9
137,Oil & Gas,1001-5000,1001-5000_137,165858,John Energy,305.5,25268.5,25268.5,34
6,Automobile,51-200,51-200_6,165902,HERO ECOTECH,194.0,3991.0,3991.0,28
87,Education & Training,1001-5000,1001-5000_87,165915,PCS-Global,110.0,47351.5,47351.5,79
55,Telecom,501-1000,501-1000_55,165926,Telecom Network Solutions,338.0,3764.5,3764.5,28
155,IT Services & Consulting,201-500,201-500_155,165980,Roadmap IT Solutions,124.0,28670.0,100078.0,607
123,Biotechnology,501-1000,501-1000_123,165997,Cryoviva Biotech,1093.5,12819.0,12819.0,13
39,Metals & Mining,1001-5000,1001-5000_39,166002,TRL Krosaki Refractories,1410.0,16107.0,16107.0,34
26,Building Material,1001-5000,1001-5000_26,166004,The Ramco Cements,4035.5,37560.5,37560.5,69
89,Hardware & Networking,201-500,201-500_89,166033,IMMCO,131.5,5104.0,5104.0,15
155,IT Services & Consulting,51-200,51-200_155,166037,Mirabel Technologies,107.0,24634.5,159944.5,920
155,IT Services & Consulting,501-1000,501-1000_155,166064,Amnet Systems,291.0,20824.0,40421.0,304
137,Oil & Gas,51-200,51-200_137,166065,Asian Energy Services,180.0,5406.5,5406.5,33
167,Industrial Automation,51-200,51-200_167,166122,Dynalog India,119.5,5844.0,5844.0,35
31,Internet,51-200,51-200_31,166134,CollegeSearch,284.0,34743.0,38534.5,255
159,Auto Components,51-200,51-200_159,166152,Manmachine Works,118.0,11938.5,11938.5,45
99,Insurance,10001-50000,10001-50000_99,166202,Tata AIA Life Insurance,17940.5,81714.0,81714.0,21
175,Marketing & Advertising,201-500,201-500_175,166240,CandorWorks,150.5,13202.0,13202.0,47
145,BPO,1001-5000,1001-5000_145,166271,Credence Resource Management,2732.0,34475.5,34475.5,61
145,BPO,201-500,201-500_145,166279,Global Upside,113.0,8388.5,8388.5,45
155,IT Services & Consulting,11-50,11-50_155,166320,Naresh i Technologies,546.0,17265.0,110794.5,433
131,Pharma,501-1000,501-1000_131,166351,Samarth LifeSciences,398.0,6329.5,6329.5,61
171,Petrochemicals,1001-5000,1001-5000_171,166366,Harrisons Malayalam,113.0,5337.0,5337.0,10
115,Hospitality,501-1000,501-1000_115,166373,Wonderla Holidays,1349.0,2780.0,2780.0,27
159,Auto Components,201-500,201-500_159,166476,Precision Camshafts,144.0,8236.5,8236.5,74
39,Metals & Mining,1001-5000,1001-5000_39,166497,Neelachal Ispat Nigam,213.0,16107.0,16107.0,34
131,Pharma,201-500,201-500_131,166533,RxLogix Corporation,825.0,8128.5,8128.5,86
31,Internet,1001-5000,1001-5000_31,166597,Fynd,1911.5,318308.5,361522.5,117
155,IT Services & Consulting,51-200,51-200_155,166662,Inflow Technologies,182.0,24634.5,159944.5,920
59,Other,501-1000,501-1000_59,166696,Equinox Labs,1685.0,1685.0,1685.0,9
157,Software Product,51-200,51-200_157,166709,Oakland Systems,194.0,19484.0,24151.0,247
155,IT Services & Consulting,51-200,51-200_155,166731,Alliance Pro IT,125.0,24634.5,159944.5,920
155,IT Services & Consulting,201-500,201-500_155,166777,Weavers Web Solutions,158.5,28670.0,100078.0,607
155,IT Services & Consulting,11-50,11-50_155,166786,Elegant Technosoft,156.0,17265.0,110794.5,433
44,Power,501-1000,501-1000_44,166790,Azure Power,456.0,7130.5,7130.5,33
41,Non-Profit,201-500,201-500_41,166808,ICICI Foundation for Inclusive Growth,2238.0,4475.0,4475.0,28
155,IT Services & Consulting,51-200,51-200_155,166835,Nxtra Data,2385.0,24634.5,159944.5,920
21,Financial Services,51-200,51-200_21,166850,Greeksoft Technologies,101.0,16444.0,31517.0,214
159,Auto Components,501-1000,501-1000_159,166851,Alicon Castalloy,193.5,10196.0,10196.0,53
21,Financial Services,501-1000,501-1000_21,166857,One Life Home Healthcare,179.0,14766.5,14766.5,86
155,IT Services & Consulting,11-50,11-50_155,166877,MADS Technologies,1354.0,17265.0,110794.5,433
155,IT Services & Consulting,51-200,51-200_155,166885,SEAL Infotech,134.0,24634.5,159944.5,920
31,Internet,51-200,51-200_31,166886,Wigzo Technologies,358.5,34743.0,38534.5,255
26,Building Material,1001-5000,1001-5000_26,166894,CKA Birla Group,709.5,37560.5,37560.5,69
21,Financial Services,1-10,1-10_21,166907,Project Guru,136.0,395.5,395.5,11
31,Internet,51-200,51-200_31,166908,CustomFurnish,126.0,34743.0,38534.5,255
155,IT Services & Consulting,201-500,201-500_155,166933,TRooTech Business Solutions,116.0,28670.0,100078.0,607
41,Non-Profit,11-50,11-50_41,166944,Billiontags,110.0,4697.5,4697.5,22
151,Emerging Technologies,501-1000,501-1000_151,166953,MoEngage,3060.5,13780.5,13780.5,10
129,Healthcare,100001+,100001+_129,166962,National Health Mission,3868.0,3868.0,3868.0,1
157,Software Product,11-50,11-50_157,166963,Protocol Zone,272.0,15598.5,16984.0,142
21,Financial Services,51-200,51-200_21,166972,VassarLabs,821.0,16444.0,31517.0,214
21,Financial Services,11-50,11-50_21,166981,Shangrila Corporate Services,184.5,13565.0,13565.0,98
155,IT Services & Consulting,11-50,11-50_155,166985,Prologic Technologies,154.0,17265.0,110794.5,433
83,Analytics & KPO,51-200,51-200_83,167009,AXIS MY INDIA,6182.0,11430.5,11430.5,56
155,IT Services & Consulting,11-50,11-50_155,167011,Srini Infotech,194.0,17265.0,110794.5,433
